,delivery,ball,rightHandedBat,rightArmedBowl,bowlingStyle,ballSpeed,runs,batterRuns,bowlerRuns,extras,pitchX,pitchY,stumpsX,stumpsY,fieldX,fieldY
107022,2.9.3,3,True,True,OFF_SPIN,23.634,1,1,1,,0.497,5.762,-0.147,0.825,35.0,28.0
107024,2.9.5,5,True,True,OFF_SPIN,25.214,1,1,1,,0.243,4.692,-0.041,0.498,40.0,72.0
107027,2.10.2,2,True,False,SEAM,38.086,4,4,4,,0.193,9.776,0.198,1.099,71.0,7.0
107028,2.10.3,3,True,False,SEAM,38.742,4,4,4,,0.212,6.587,-0.002,0.733,6.0,56.0
107029,2.10.4,4,True,False,SEAM,32.207,2,2,2,,0.653,6.715,-0.709,0.674,13.0,55.0
107030,2.10.5,5,True,False,SEAM,-1.0,1,1,1,,0.253,2.198,-0.234,0.289,31.0,51.0
107033,2.11.2,2,True,True,OFF_SPIN,25.099,0,0,0,,0.234,5.189,-0.086,0.605,42.0,37.0
107034,2.11.3,3,True,True,OFF_SPIN,26.593,0,0,0,,0.397,5.765,-0.335,0.585,5.0,5.0
107035,2.11.4,4,True,True,OFF_SPIN,25.075,0,0,0,,0.397,4.98,-0.253,0.494,43.0,40.0
107036,2.11.5,5,True,True,OFF_SPIN,26.33,1,1,1,,0.618,6.907,-0.671,0.598,22.0,39.0
107039,2.12.2,2,True,True,OFF_SPIN,26.468,1,1,1,,0.324,6.503,-0.145,0.707,69.0,62.0
107043,2.12.6,6,True,True,OFF_SPIN,24.978,1,1,1,,0.445,7.145,-0.037,0.56,81.0,59.0
107843,1.1.5,5,True,True,MEDIUM_SEAM,36.433,0,0,0,,0.766,6.573,-0.815,0.666,5.0,5.0
107844,1.1.6,6,True,True,MEDIUM_SEAM,37.673,0,0,0,,0.542,7.772,-0.477,0.866,35.0,40.0
107853,1.3.3,3,True,True,MEDIUM_SEAM,33.846,0,0,0,,0.491,7.467,-0.254,0.906,38.0,39.0
107854,1.3.4,4,True,True,MEDIUM_SEAM,37.624,1,0,1,Wd,0.569,12.844,-0.168,2.069,5.0,5.0
107855,1.3.5,4,True,True,MEDIUM_SEAM,-1.0,4,4,4,,0.509,7.663,-0.39,0.825,7.0,28.0
107856,1.3.6,5,True,True,MEDIUM_SEAM,38.836,0,0,0,,0.295,7.84,0.159,0.734,5.0,5.0
107857,1.3.7,6,True,True,MEDIUM_SEAM,34.671,1,1,1,,0.114,7.617,0.253,0.831,83.0,42.0
107858,1.4.1,1,True,True,LEG_SPIN,24.363,0,0,0,,0.462,6.023,-0.345,0.71,47.0,29.0
107859,1.4.2,2,True,True,LEG_SPIN,26.859,0,0,0,,-0.032,4.81,0.142,0.542,5.0,5.0
108960,2.2.1,1,True,True,MEDIUM_SEAM,36.819,4,4,4,,0.552,8.352,-0.879,0.793,6.0,25.0
108961,2.2.2,2,True,True,MEDIUM_SEAM,36.192,0,0,0,,0.26,7.279,-0.306,0.943,44.0,38.0
108962,2.2.3,3,True,True,MEDIUM_SEAM,35.461,1,1,1,,0.411,8.557,-0.548,0.993,40.0,24.0
108968,2.3.3,3,True,True,MEDIUM_SEAM,37.838,0,0,0,,0.262,7.32,-0.119,0.873,55.0,56.0
108969,2.3.4,4,True,True,MEDIUM_SEAM,36.886,0,0,0,,0.292,7.681,-0.056,0.882,48.0,40.0
108970,2.3.5,5,True,True,MEDIUM_SEAM,37.226,1,1,1,,0.554,8.52,-0.496,0.875,48.0,61.0
108972,2.4.1,1,True,True,MEDIUM_SEAM,37.537,0,0,0,,0.243,5.752,-0.164,0.652,0.0,0.0
109447,2.1.2,2,True,True,FAST_SEAM,38.163,0,0,0,,0.293,8.89,-0.566,1.016,5.0,5.0
109448,2.1.3,3,True,True,FAST_SEAM,38.52,4,4,4,,0.407,8.65,-0.796,0.892,10.0,64.0
109449,2.1.4,4,True,True,FAST_SEAM,38.529,2,2,2,,0.278,7.221,-0.504,0.902,18.0,18.0
109450,2.1.5,5,True,True,FAST_SEAM,38.682,0,0,0,,0.32,8.269,-0.426,1.019,41.0,39.0
109451,2.1.6,6,True,True,FAST_SEAM,37.515,1,1,1,,0.524,9.615,-0.803,1.267,28.0,36.0
109452,2.2.1,1,True,True,FAST_SEAM,40.526,0,0,0,,0.76,8.603,-0.914,0.824,5.0,5.0
109453,2.2.2,2,True,True,FAST_SEAM,39.858,1,0,0,Lb,0.362,10.034,0.155,1.165,5.0,5.0
109455,2.2.4,4,True,True,FAST_SEAM,39.51,4,4,4,,0.48,7.494,-0.129,0.897,50.0,95.0
109456,2.2.5,5,True,True,FAST_SEAM,40.069,4,4,4,,0.636,3.855,-0.581,0.367,6.0,55.0
109457,2.2.6,6,True,True,FAST_SEAM,39.332,0,0,0,,0.488,8.183,-0.086,0.99,61.0,37.0
109460,2.3.3,2,True,True,FAST_SEAM,34.332,2,2,2,,0.365,11.1,-0.406,1.315,82.0,21.0
109461,2.3.4,3,True,True,FAST_SEAM,39.197,2,2,2,,-0.073,8.389,0.28,0.853,84.0,25.0
109462,2.3.5,4,True,True,FAST_SEAM,38.668,1,1,1,,0.115,11.596,0.321,1.591,68.0,12.0
109465,2.4.1,1,True,True,FAST_SEAM,41.167,4,4,4,,0.639,5.937,-0.537,0.61,6.0,54.0
109466,2.4.2,2,True,True,FAST_SEAM,40.099,0,0,0,,0.576,5.387,-0.509,0.572,5.0,5.0
109467,2.4.3,3,True,True,FAST_SEAM,39.432,4,0,0,B,0.604,6.638,-0.353,0.506,5.0,5.0
109468,2.4.4,4,True,True,FAST_SEAM,38.793,0,0,0,,0.564,8.442,-0.351,0.788,5.0,5.0
109469,2.4.5,5,True,True,FAST_SEAM,39.393,4,4,4,,0.46,6.64,-0.353,0.775,24.0,9.0
109470,2.4.6,6,True,True,FAST_SEAM,41.678,0,0,0,,0.407,5.201,-0.196,0.431,49.0,40.0
109484,2.7.2,2,True,True,MEDIUM_SEAM,36.924,2,2,2,,0.648,13.075,-0.655,1.795,82.0,60.0
109485,2.7.3,3,True,True,MEDIUM_SEAM,38.736,0,0,0,,0.205,6.472,0.053,0.581,60.0,38.0
109486,2.7.4,4,True,True,MEDIUM_SEAM,40.079,0,0,0,,0.282,6.899,0.02,0.581,63.0,42.0
109487,2.7.5,5,True,True,MEDIUM_SEAM,40.587,0,0,0,,0.211,1.937,-0.169,0.234,5.0,5.0
109488,2.7.6,6,True,True,MEDIUM_SEAM,39.605,1,1,1,,0.658,9.486,-0.653,0.9,17.0,28.0
109489,2.8.1,1,True,True,LEG_SPIN,23.482,0,0,0,,0.063,5.593,-0.024,0.414,49.0,42.0
109490,2.8.2,2,True,True,LEG_SPIN,22.725,1,1,1,,-0.139,4.865,0.091,0.605,66.0,76.0
109496,2.9.2,2,True,True,MEDIUM_SEAM,35.414,0,0,0,,0.331,9.032,-0.069,0.908,45.0,49.0
109497,2.9.3,3,True,True,MEDIUM_SEAM,34.043,4,4,4,,0.46,10.43,0.097,1.319,93.0,21.0
109498,2.9.4,4,True,True,MEDIUM_SEAM,33.759,1,1,1,,0.411,9.289,-0.159,1.022,71.0,26.0
109500,2.9.6,6,True,True,MEDIUM_SEAM,33.324,4,4,4,,0.642,13.537,-0.433,2.002,94.0,77.0
109502,2.10.2,2,True,True,LEG_SPIN,24.689,1,0,1,Wd,-0.137,5.039,0.387,0.438,5.0,5.0
109503,2.10.3,2,True,True,LEG_SPIN,22.143,2,2,2,,-0.06,4.883,-0.004,0.749,36.0,23.0
109504,2.10.4,3,True,True,LEG_SPIN,24.239,1,1,1,,0.216,5.772,-0.042,0.462,75.0,37.0
109506,2.10.6,5,True,True,LEG_SPIN,22.416,0,0,0,,0.605,4.597,-0.944,0.778,5.0,5.0
109507,2.10.7,6,True,True,LEG_SPIN,24.547,2,2,2,,0.43,4.02,-0.364,0.563,14.0,29.0
109509,2.11.2,2,True,True,MEDIUM_SEAM,36.493,1,1,1,,0.006,4.6,0.161,0.417,82.0,27.0
109512,2.11.5,5,True,True,MEDIUM_SEAM,35.343,0,0,0,,0.23,3.495,-0.137,0.552,44.0,60.0
109513,2.11.6,6,True,True,MEDIUM_SEAM,37.699,0,0,0,,0.397,7.179,-0.309,0.783,40.0,40.0
109515,2.12.2,2,True,True,OFF_SPIN,25.936,4,4,4,,0.487,3.832,-0.358,0.511,40.0,95.0
109516,2.12.3,3,True,True,OFF_SPIN,26.096,6,6,6,,0.465,8.417,-0.146,0.621,95.0,64.0
109517,2.12.4,4,True,True,OFF_SPIN,26.378,0,0,0,,0.377,5.805,-0.162,0.69,54.0,41.0
109518,2.12.5,5,True,True,OFF_SPIN,26.492,1,1,1,,0.178,5.675,0.139,0.641,73.0,40.0
109520,2.13.1,1,True,True,LEG_SPIN,22.258,1,0,1,Wd,0.847,4.452,-1.172,0.487,5.0,5.0
109521,2.13.2,1,True,True,LEG_SPIN,25.887,1,1,1,,-0.023,5.597,0.102,0.634,69.0,24.0
109524,2.13.5,4,True,True,LEG_SPIN,20.592,0,0,0,,0.637,3.419,-0.863,0.591,0.0,0.0
111040,1.2.5,5,True,True,MEDIUM_SEAM,38.271,0,0,0,,0.527,9.844,-0.175,1.003,47.0,40.0
111041,1.2.6,6,True,True,MEDIUM_SEAM,39.411,0,0,0,,0.556,8.098,-0.387,0.773,42.0,39.0
111043,1.3.2,2,True,True,LEG_SPIN,25.093,4,4,4,,0.162,6.465,0.513,0.828,94.0,24.0
111045,1.3.4,4,True,True,LEG_SPIN,25.869,0,0,0,,0.43,6.044,-0.015,0.634,40.0,39.0
111046,1.3.5,5,True,True,LEG_SPIN,25.808,0,0,0,,0.145,4.845,-0.007,0.598,49.0,35.0
111047,1.3.6,6,True,True,LEG_SPIN,25.027,1,1,1,,0.353,6.382,0.142,0.715,57.0,27.0
111048,1.4.1,1,True,True,MEDIUM_SEAM,39.463,0,0,0,,0.578,8.008,-0.458,0.729,44.0,51.0
111049,1.4.2,2,True,True,MEDIUM_SEAM,30.003,4,4,4,,0.437,8.925,-0.103,0.654,95.0,49.0
111050,1.4.3,3,True,True,MEDIUM_SEAM,39.717,4,4,4,,0.671,9.94,-0.525,0.974,72.0,7.0
111051,1.4.4,4,True,True,MEDIUM_SEAM,41.453,1,1,1,,0.332,4.203,-0.205,0.389,43.0,56.0
111053,1.4.6,6,True,True,MEDIUM_SEAM,38.812,1,1,1,,0.507,9.065,-0.229,0.767,60.0,51.0
111054,1.5.1,1,True,True,LEG_SPIN,25.398,0,0,0,,0.398,3.081,-0.237,0.233,35.0,38.0
111055,1.5.2,2,True,True,LEG_SPIN,25.448,0,0,0,,0.143,4.269,-0.152,0.522,38.0,35.0
111056,1.5.3,3,True,True,LEG_SPIN,26.452,1,1,1,,0.309,5.812,-0.001,0.766,61.0,49.0
111058,1.5.5,5,True,True,LEG_SPIN,33.133,0,0,0,,0.342,6.74,0.023,0.654,57.0,45.0
111059,1.5.6,6,True,True,LEG_SPIN,26.045,0,0,0,,0.326,7.033,0.299,0.764,5.0,5.0
111063,1.6.4,4,True,True,OFF_SPIN,24.296,2,2,2,,0.188,6.593,0.129,0.559,66.0,66.0
111064,1.6.5,5,True,True,OFF_SPIN,25.019,0,0,0,,0.206,6.74,0.175,0.645,64.0,30.0
111065,1.6.6,6,True,True,OFF_SPIN,25.616,0,0,0,,0.097,5.851,0.202,0.858,61.0,32.0
111069,1.7.4,4,True,False,UNORTHODOX,22.151,1,1,1,,0.346,3.894,-0.074,0.647,60.0,68.0
111077,1.8.6,6,True,True,OFF_SPIN,25.056,1,0,0,Lb,0.138,7.057,0.197,0.525,5.0,5.0
111078,1.9.1,1,True,False,UNORTHODOX,21.133,4,4,4,,0.066,4.284,-0.235,0.858,6.0,24.0
111079,1.9.2,2,True,False,UNORTHODOX,22.434,0,0,0,,0.483,3.185,-0.609,0.732,41.0,39.0
111080,1.9.3,3,True,False,UNORTHODOX,22.443,1,1,1,,0.453,4.77,-0.383,0.558,25.0,42.0
111086,1.10.3,3,True,False,SEAM,32.491,1,1,1,,0.294,6.322,0.021,0.553,40.0,83.0
111089,1.10.6,6,True,False,SEAM,31.665,0,0,0,,0.529,7.663,-0.272,0.67,36.0,47.0
111092,1.11.3,3,True,False,UNORTHODOX,29.974,4,4,4,,-0.303,7.832,0.244,0.655,6.0,25.0
111093,1.11.4,4,True,False,UNORTHODOX,22.007,0,0,0,,0.201,4.716,-0.048,0.684,36.0,26.0
111094,1.11.5,5,True,False,UNORTHODOX,22.486,1,1,1,,0.141,4.737,-0.459,0.711,39.0,23.0
111097,1.12.2,2,True,False,SEAM,31.242,1,1,1,,-0.167,5.928,-0.105,0.655,32.0,43.0
111099,1.12.4,4,True,False,SEAM,-1.0,1,0,1,Wd,1.023,4.174,-0.988,0.616,5.0,5.0
111101,1.12.6,5,True,False,SEAM,27.911,0,0,0,,-0.082,5.172,-0.104,0.646,0.0,0.0
111967,1.1.2,2,True,True,MEDIUM_SEAM,36.42,0,0,0,,0.218,8.78,-0.023,0.901,56.0,49.0
111968,1.1.3,3,True,True,MEDIUM_SEAM,36.885,4,4,4,,0.229,8.676,-0.232,0.786,96.0,45.0
111969,1.1.4,4,True,True,MEDIUM_SEAM,37.996,0,0,0,,0.235,9.06,0.068,0.931,5.0,5.0
111970,1.1.5,5,True,True,MEDIUM_SEAM,36.593,6,6,6,,0.323,8.284,-0.392,0.893,46.0,96.0
111982,1.3.4,4,True,True,MEDIUM_SEAM,33.605,1,1,1,,0.399,7.055,-0.245,0.586,59.0,72.0
111985,1.4.1,1,True,True,MEDIUM_SEAM,37.55,4,4,4,,0.218,11.124,0.121,1.327,92.0,20.0
111986,1.4.2,2,True,True,MEDIUM_SEAM,40.005,4,4,4,,0.432,7.855,-0.465,0.744,16.0,77.0
111987,1.4.3,3,True,True,MEDIUM_SEAM,38.591,4,4,4,,0.272,11.489,0.225,1.19,70.0,6.0
111988,1.4.4,4,True,True,MEDIUM_SEAM,39.562,0,0,0,,0.518,8.86,-0.539,1.007,0.0,0.0
112581,2.2.2,2,True,True,FAST_SEAM,39.434,0,0,0,,0.37,6.242,-0.368,0.725,5.0,5.0
112582,2.2.3,3,True,True,FAST_SEAM,39.964,4,4,4,,0.64,7.233,-0.651,0.869,6.0,51.0
112583,2.2.4,4,True,True,FAST_SEAM,40.723,0,0,0,,0.124,6.471,0.14,0.701,5.0,5.0
112584,2.2.5,5,True,True,FAST_SEAM,40.901,0,0,0,,0.647,11.01,-0.551,1.688,5.0,5.0
112585,2.2.6,6,True,True,FAST_SEAM,39.92,4,4,4,,0.698,4.821,-0.69,0.503,86.0,12.0
112588,2.3.3,3,True,False,FAST_SEAM,36.775,6,6,6,,0.048,6.918,-0.445,0.789,37.0,95.0
112589,2.3.4,4,True,False,FAST_SEAM,36.951,1,1,1,,-0.295,6.969,0.153,0.851,84.0,27.0
112592,2.4.1,1,True,True,LEG_SPIN,23.994,0,0,0,,0.43,4.685,-0.827,0.73,5.0,5.0
112593,2.4.2,2,True,True,LEG_SPIN,25.791,1,1,1,,0.223,4.102,-0.209,0.645,39.0,74.0
112595,2.4.4,4,True,True,LEG_SPIN,26.311,1,0,0,Lb,0.177,6.639,-0.114,0.627,5.0,5.0
112597,2.4.6,6,True,True,LEG_SPIN,26.388,0,0,0,,0.174,6.168,-0.134,0.763,40.0,42.0
112606,2.6.3,3,True,True,FAST_SEAM,-1.0,0,0,0,,0.246,6.981,0.103,0.877,44.0,48.0
112607,2.6.4,4,True,True,FAST_SEAM,40.161,0,0,0,,0.498,9.47,-0.03,0.989,48.0,37.0
112608,2.6.5,5,True,True,FAST_SEAM,38.431,4,4,4,,0.586,11.503,-0.059,1.485,94.0,23.0
112609,2.6.6,6,True,True,FAST_SEAM,40.349,1,1,1,,-0.054,2.999,0.313,0.345,69.0,12.0
112610,2.7.1,1,True,False,ORTHODOX,26.418,1,1,1,,-0.19,3.048,0.296,0.564,81.0,62.0
112612,2.7.3,3,True,False,ORTHODOX,25.947,1,0,1,Wd,-0.166,4.481,0.422,0.564,5.0,5.0
112613,2.7.4,3,True,False,ORTHODOX,25.572,0,0,0,,0.393,6.143,-0.328,0.684,43.0,39.0
112614,2.7.5,4,True,False,ORTHODOX,25.442,1,1,1,,0.089,5.151,0.03,0.561,66.0,38.0
112617,2.8.1,1,True,True,LEG_SPIN,25.717,1,1,1,,0.326,5.729,-0.436,0.597,22.0,44.0
112619,2.8.3,3,True,True,LEG_SPIN,23.762,6,6,6,,0.399,4.236,-0.339,0.736,64.0,94.0
112620,2.8.4,4,True,True,LEG_SPIN,25.54,0,0,0,,0.144,5.635,-0.277,0.767,37.0,43.0
112621,2.8.5,5,True,True,LEG_SPIN,25.853,1,1,1,,0.059,7.922,0.11,0.786,87.0,23.0
112623,2.9.1,1,True,False,ORTHODOX,26.452,6,6,6,,0.055,4.418,0.136,0.656,88.0,76.0
112624,2.9.2,2,True,False,ORTHODOX,26.346,1,1,1,,0.222,2.765,-0.258,0.557,20.0,63.0
112626,2.9.4,4,True,False,ORTHODOX,24.819,6,6,6,,-0.014,3.145,0.063,0.676,63.0,96.0
112627,2.9.5,5,True,False,ORTHODOX,26.164,1,1,1,,0.2,4.263,-0.001,0.603,84.0,23.0
112634,2.10.6,5,True,False,FAST_SEAM,37.569,4,4,4,,0.154,6.423,0.302,0.806,59.0,7.0
112635,2.10.7,6,True,False,FAST_SEAM,35.938,1,1,1,,0.415,7.267,-0.189,0.769,32.0,38.0
112636,2.11.1,1,True,True,FAST_SEAM,39.197,0,0,0,,0.561,8.081,-0.442,0.927,5.0,5.0
112637,2.11.2,2,True,True,FAST_SEAM,38.539,2,2,2,,0.588,9.15,-0.312,1.015,16.0,52.0
112638,2.11.3,3,True,True,FAST_SEAM,33.589,0,0,0,,0.722,9.565,-0.285,1.275,36.0,27.0
112642,2.12.1,1,True,True,LEG_SPIN,25.528,6,6,6,,-0.091,4.97,0.058,0.812,72.0,93.0
112643,2.12.2,2,True,True,LEG_SPIN,25.329,1,1,1,,-0.085,4.836,0.144,0.665,78.0,41.0
112647,2.12.6,6,True,True,LEG_SPIN,25.506,1,1,1,,-0.042,6.107,0.096,0.875,74.0,29.0
112649,2.13.2,2,True,True,FAST_SEAM,39.54,4,4,4,,0.714,5.826,-0.796,0.601,16.0,73.0
112650,2.13.3,3,True,True,FAST_SEAM,33.053,4,4,4,,0.865,7.574,-0.686,0.883,8.0,26.0
112651,2.13.4,4,True,True,FAST_SEAM,39.102,4,4,4,,0.55,1.972,-0.566,0.279,32.0,8.0
112652,2.13.5,5,True,True,FAST_SEAM,41.112,4,4,4,,0.315,1.6,-0.291,0.225,38.0,7.0
112653,2.13.6,6,True,True,FAST_SEAM,40.19,6,6,6,,0.47,6.042,-0.284,0.62,84.0,81.0
112655,2.14.2,2,True,True,LEG_SPIN,22.29,0,0,0,,0.447,3.737,-0.689,0.632,0.0,0.0
113785,2.1.2,2,True,False,MEDIUM_SEAM,38.203,0,0,0,,0.206,6.089,-0.537,0.59,5.0,5.0
113786,2.1.3,3,True,False,MEDIUM_SEAM,38.267,0,0,0,,0.12,8.428,-0.302,0.949,56.0,39.0
113787,2.1.4,4,True,False,MEDIUM_SEAM,36.898,1,1,1,,0.078,8.24,-0.263,0.975,41.0,52.0
113789,2.1.6,6,True,False,MEDIUM_SEAM,36.842,1,1,1,,0.604,5.824,-1.018,0.653,36.0,54.0
113790,2.2.1,1,True,True,OFF_SPIN,26.548,0,0,0,,0.242,5.314,0.031,0.659,46.0,44.0
113791,2.2.2,2,True,True,OFF_SPIN,25.621,0,0,0,,0.369,5.357,-0.202,0.552,39.0,41.0
113792,2.2.3,3,True,True,OFF_SPIN,26.246,6,6,6,,0.543,5.843,-0.341,0.649,69.0,92.0
113793,2.2.4,4,True,True,OFF_SPIN,26.702,1,1,1,,0.309,5.694,0.023,0.725,75.0,64.0
113796,2.3.1,1,True,False,MEDIUM_SEAM,37.792,6,6,6,,-0.066,8.726,-0.28,0.843,90.0,67.0
113797,2.3.2,2,True,False,MEDIUM_SEAM,37.243,1,1,1,,0.063,9.338,-0.526,1.141,43.0,58.0
113799,2.3.4,4,True,False,MEDIUM_SEAM,38.215,4,4,4,,0.387,5.97,-0.812,0.638,7.0,26.0
113800,2.3.5,5,True,False,MEDIUM_SEAM,33.088,0,0,0,,-0.12,9.62,-0.265,0.899,61.0,36.0
113801,2.3.6,6,True,False,MEDIUM_SEAM,32.743,1,0,1,Wd,0.624,6.596,-1.243,0.606,5.0,5.0
113802,2.3.7,6,True,False,MEDIUM_SEAM,36.826,0,0,0,,0.147,7.79,-0.648,0.797,5.0,5.0
113805,2.4.3,3,True,True,OFF_SPIN,26.893,0,0,0,,0.125,5.564,0.121,0.542,36.0,45.0
113806,2.4.4,4,True,True,OFF_SPIN,26.982,2,2,2,,0.114,3.584,0.122,0.384,54.0,82.0
113807,2.4.5,5,True,True,OFF_SPIN,27.459,2,0,2,Wd,-0.161,4.891,0.512,0.48,5.0,5.0
113809,2.4.7,6,True,True,OFF_SPIN,26.223,3,0,3,Wd,-0.098,5.116,0.498,0.684,5.0,5.0
113810,2.4.8,6,True,True,OFF_SPIN,27.599,1,1,1,,0.269,4.258,-0.119,0.42,26.0,53.0
113811,2.5.1,1,True,False,MEDIUM_SEAM,32.67,0,0,0,,0.319,7.667,-0.961,0.841,0.0,0.0
122546,2.1.1,1,True,False,FAST_SEAM,36.051,1,1,1,,0.258,7.0,-0.361,0.602,53.0,22.0
122554,2.2.1,1,True,True,FAST_SEAM,36.477,2,2,2,,0.062,8.465,0.15,0.865,76.0,41.0
122555,2.2.2,2,True,True,FAST_SEAM,33.647,0,0,0,,-0.121,1.763,0.182,0.249,0.0,0.0
122556,2.2.3,3,True,True,FAST_SEAM,37.908,1,0,1,Wd,0.522,13.784,0.177,2.267,0.0,0.0
122557,2.2.4,3,True,True,FAST_SEAM,34.99,0,0,0,,0.385,11.152,-0.318,1.501,0.0,0.0
122558,2.2.5,4,True,True,FAST_SEAM,35.698,1,1,1,,0.437,9.054,-0.337,1.043,71.0,20.0
122561,2.3.1,1,True,False,FAST_SEAM,35.395,0,0,0,,0.398,7.523,-0.731,0.873,0.0,0.0
122562,2.3.2,2,True,False,FAST_SEAM,36.416,0,0,0,,-0.064,8.98,-0.1,0.955,0.0,0.0
123304,2.1.1,1,True,True,OFF_SPIN,24.133,0,0,0,,0.511,5.872,-0.392,0.745,0.0,0.0
123305,2.1.2,2,True,True,OFF_SPIN,24.355,1,0,1,Wd,0.077,6.781,0.454,0.894,0.0,0.0
123306,2.1.3,2,True,True,OFF_SPIN,24.504,1,1,1,,0.092,5.111,0.281,0.728,63.0,33.0
123308,2.1.5,4,True,True,OFF_SPIN,25.729,6,6,6,,0.317,5.441,-0.117,0.671,76.0,73.0
123309,2.1.6,5,True,True,OFF_SPIN,24.263,1,1,1,,0.36,5.975,-0.153,0.724,61.0,59.0
123311,2.2.1,1,True,True,FAST_SEAM,37.774,1,1,1,,-0.131,2.83,0.367,0.45,65.0,22.0
123317,2.3.1,1,True,True,FAST_SEAM,37.072,0,0,0,,0.622,7.835,-0.298,0.898,0.0,0.0
123318,2.3.2,2,True,True,FAST_SEAM,36.423,1,0,0,Lb,0.64,8.505,-0.22,0.926,0.0,0.0
123327,2.4.5,5,True,True,FAST_SEAM,40.472,6,6,6,,-0.046,4.831,0.282,0.542,69.0,4.0
123328,2.4.6,6,True,True,FAST_SEAM,40.545,0,0,0,,0.472,11.549,-0.096,1.894,0.0,0.0
123332,2.5.4,4,True,True,FAST_SEAM,34.183,4,4,4,,0.928,8.762,-0.86,0.917,0.0,44.0
123333,2.5.5,5,True,True,FAST_SEAM,37.657,0,0,0,,0.798,9.767,-0.514,1.224,0.0,0.0
123334,2.5.6,6,True,True,FAST_SEAM,32.423,1,1,1,,0.536,4.135,-0.383,0.443,61.0,51.0
123335,2.6.1,1,True,True,FAST_SEAM,40.209,2,0,0,Lb,-0.298,3.645,0.523,0.446,0.0,0.0
123336,2.6.2,2,True,True,FAST_SEAM,39.156,0,0,0,,0.408,8.254,-0.224,0.989,0.0,0.0
123337,2.6.3,3,True,True,FAST_SEAM,40.139,1,1,1,,0.08,7.085,0.204,0.676,18.0,42.0
123341,2.7.1,1,True,True,FAST_SEAM,37.482,0,0,0,,0.848,6.484,-0.823,0.729,0.0,0.0
123927,1.1.1,1,True,False,MEDIUM_SEAM,35.701,0,0,0,,-0.056,6.573,-0.202,0.668,0.0,0.0
123928,1.1.2,2,True,False,MEDIUM_SEAM,36.48,4,4,4,,-0.086,7.899,-0.158,0.869,55.0,0.0
123929,1.1.3,3,True,False,MEDIUM_SEAM,27.318,1,1,1,,-0.13,10.058,-0.327,0.867,35.0,34.0
123933,1.2.1,1,True,True,OFF_SPIN,26.098,0,0,0,,-0.338,6.055,0.225,0.796,0.0,0.0
123934,1.2.2,2,True,True,OFF_SPIN,27.341,4,4,4,,-0.321,5.662,0.089,0.762,71.0,4.0
123935,1.2.3,3,True,True,OFF_SPIN,26.599,1,1,1,,-0.207,6.169,-0.061,0.778,60.0,68.0
123937,1.2.5,5,True,True,OFF_SPIN,26.211,0,0,0,,-0.302,5.617,0.262,0.863,0.0,0.0
123938,1.2.6,6,True,True,OFF_SPIN,-1.0,1,1,1,,-0.026,5.217,-0.296,0.732,30.0,20.0
123939,1.3.1,1,True,False,MEDIUM_SEAM,27.907,6,6,6,,-0.103,7.546,-0.16,0.801,85.0,77.0
123940,1.3.2,2,True,False,MEDIUM_SEAM,36.632,4,4,4,,-0.138,8.68,-0.148,1.001,90.0,59.0
123941,1.3.3,3,True,False,MEDIUM_SEAM,27.969,1,1,1,,-0.323,6.071,0.09,0.871,69.0,27.0
123945,1.4.1,1,True,True,FAST_SEAM,40.632,0,0,0,,0.351,1.957,-0.316,0.247,0.0,0.0
125289,2.2.3,3,True,True,FAST_SEAM,-1.0,1,1,1,,0.458,8.829,0.067,1.054,37.0,25.0
125293,2.3.1,1,True,False,FAST_SEAM,38.89,4,4,4,,0.343,8.424,-0.855,0.984,0.0,41.0
125294,2.3.2,2,True,False,FAST_SEAM,37.658,0,0,0,,0.039,7.122,-0.3,0.699,0.0,0.0
125295,2.3.3,3,True,False,FAST_SEAM,38.468,0,0,0,,-0.217,8.029,0.052,0.876,0.0,0.0
125296,2.3.4,4,True,False,FAST_SEAM,38.565,1,1,1,,-0.024,6.054,-0.168,0.698,33.0,59.0
125299,2.4.1,1,True,True,FAST_SEAM,38.297,0,0,0,,0.515,5.793,-0.243,0.597,0.0,0.0
125300,2.4.2,2,True,True,FAST_SEAM,40.992,0,0,0,,0.525,8.64,-0.126,0.891,0.0,0.0
125301,2.4.3,3,True,True,FAST_SEAM,40.96,0,0,0,,0.209,0.984,-0.162,0.102,0.0,0.0
125302,2.4.4,4,True,True,FAST_SEAM,40.878,4,4,4,,0.198,4.331,0.055,0.434,78.0,75.0
125303,2.4.5,5,True,True,FAST_SEAM,40.107,0,0,0,,0.581,7.934,-0.429,0.977,0.0,0.0
125304,2.4.6,6,True,True,FAST_SEAM,39.537,0,0,0,,0.564,8.773,-0.152,1.0,0.0,0.0
125308,2.5.4,4,True,False,FAST_SEAM,38.444,4,4,4,,-0.087,8.145,-0.202,0.96,30.0,0.0
125309,2.5.5,5,True,False,FAST_SEAM,31.806,1,1,1,,-0.428,9.189,0.38,0.877,55.0,9.0
125315,2.6.5,5,True,True,FAST_SEAM,38.618,0,0,0,,0.335,6.792,-0.227,0.706,0.0,0.0
125316,2.6.6,6,True,True,FAST_SEAM,38.94,1,1,1,,0.118,5.612,0.123,0.606,76.0,31.0
125317,2.7.1,1,True,True,LEG_SPIN,23.085,2,2,2,,0.409,4.384,-0.61,0.958,28.0,13.0
125318,2.7.2,2,True,True,LEG_SPIN,24.391,0,0,0,,-0.005,4.752,-0.074,0.668,0.0,0.0
