,matchId,delivery,ball,batter,batterId,rightHandedBat,nonStriker,nonStrikerId,bowler,bowlerId,rightArmedBowl,bowlingStyle,ballSpeed,dismissalDetails,runs,batterRuns,bowlerRuns,extras,pitchX,pitchY,stumpsX,stumpsY,fieldX,fieldY
76350,4095,1.9.5,5,Jos Buttler,509,True,Nitish Rana,2738,Dwayne Smith,413,True,SEAM,35.269,,2,2,2,,-0.517,6.776,-0.316,0.861,20.0,67.0
76351,4095,1.9.6,6,Jos Buttler,509,True,Nitish Rana,2738,Dwayne Smith,413,True,SEAM,30.966,,0,0,0,,-0.637,12.516,-0.802,1.833,5.0,5.0
76353,4095,1.10.2,2,Jos Buttler,509,True,Nitish Rana,2738,Dwayne Bravo,25,True,MEDIUM_SEAM,30.15,,2,2,2,,0.028,4.549,0.213,0.62,85.0,55.0
76354,4095,1.10.3,3,Jos Buttler,509,True,Nitish Rana,2738,Dwayne Bravo,25,True,MEDIUM_SEAM,35.164,,1,1,1,,-0.149,6.851,0.115,0.713,86.0,37.0
76357,4095,1.10.6,6,Jos Buttler,509,True,Nitish Rana,2738,Dwayne Bravo,25,True,MEDIUM_SEAM,34.803,,0,0,0,,-0.481,9.392,-0.616,1.209,5.0,5.0
76367,4095,1.12.4,3,Jos Buttler,509,True,Nitish Rana,2738,Dwayne Smith,413,True,SEAM,33.492,,1,1,1,,-0.639,6.747,-0.49,0.795,24.0,66.0
76369,4095,1.12.6,5,Jos Buttler,509,True,Nitish Rana,2738,Dwayne Smith,413,True,SEAM,30.292,,1,1,1,,-0.388,9.055,0.192,0.91,64.0,39.0
76372,4095,1.13.1,1,Jos Buttler,509,True,Nitish Rana,2738,Shadab Jakati,10,False,SEAM,24.689,,1,1,1,,0.17,3.716,0.408,0.578,86.0,43.0
76374,4095,1.13.3,3,Jos Buttler,509,True,Nitish Rana,2738,Shadab Jakati,10,False,SEAM,24.117,,1,1,1,,-0.117,1.519,-0.013,0.349,44.0,76.0
76376,4095,1.13.5,5,Jos Buttler,509,True,Nitish Rana,2738,Shadab Jakati,10,False,SEAM,24.098,,1,1,1,,-0.109,5.993,0.043,0.672,82.0,68.0
76378,4095,1.14.1,1,Jos Buttler,509,True,Nitish Rana,2738,Dwayne Bravo,25,True,MEDIUM_SEAM,35.401,,1,1,1,,0.319,0.041,0.322,0.016,68.0,15.0
76381,4095,1.14.4,4,Jos Buttler,509,True,Nitish Rana,2738,Dwayne Bravo,25,True,MEDIUM_SEAM,35.688,,0,0,0,,-0.517,8.957,-0.378,0.713,37.0,37.0
76382,4095,1.14.5,5,Jos Buttler,509,True,Nitish Rana,2738,Dwayne Bravo,25,True,MEDIUM_SEAM,36.039,c & b Dwayne Bravo,0,0,0,,-0.18,3.246,-0.08,0.313,0.0,0.0
78243,5840,1.1.4,3,Jos Buttler,509,True,Parthiv Patel,44,Ashok Dinda,48,True,SEAM,38.806,,5,5,5,,-0.287,8.333,-0.107,0.774,46.0,29.0
78247,5840,1.2.1,1,Jos Buttler,509,True,Parthiv Patel,44,Deepak Chahar,140,True,MEDIUM_SEAM,-1.0,,4,4,4,,,,,,82.0,74.0
78248,5840,1.2.2,2,Jos Buttler,509,True,Parthiv Patel,44,Deepak Chahar,140,True,MEDIUM_SEAM,-1.0,,0,0,0,,,,,,5.0,5.0
78249,5840,1.2.3,3,Jos Buttler,509,True,Parthiv Patel,44,Deepak Chahar,140,True,MEDIUM_SEAM,-1.0,,4,4,4,,,,,,81.0,14.0
78250,5840,1.2.4,4,Jos Buttler,509,True,Parthiv Patel,44,Deepak Chahar,140,True,MEDIUM_SEAM,-1.0,,0,0,0,,,,,,43.0,54.0
78251,5840,1.2.5,5,Jos Buttler,509,True,Parthiv Patel,44,Deepak Chahar,140,True,MEDIUM_SEAM,-1.0,,0,0,0,,,,,,48.0,56.0
78252,5840,1.2.6,6,Jos Buttler,509,True,Parthiv Patel,44,Deepak Chahar,140,True,MEDIUM_SEAM,-1.0,,0,0,0,,,,,,39.0,42.0
78260,5840,1.4.2,2,Jos Buttler,509,True,Parthiv Patel,44,Ben Stokes,1154,True,FAST_SEAM,-1.0,,0,0,0,,,,,,58.0,56.0
78261,5840,1.4.3,3,Jos Buttler,509,True,Parthiv Patel,44,Ben Stokes,1154,True,FAST_SEAM,-1.0,,0,0,0,,,,,,65.0,41.0
78262,5840,1.4.4,4,Jos Buttler,509,True,Parthiv Patel,44,Ben Stokes,1154,True,FAST_SEAM,37.01,,6,6,6,,-0.424,6.585,-0.252,0.494,67.0,89.0
78263,5840,1.4.5,5,Jos Buttler,509,True,Parthiv Patel,44,Ben Stokes,1154,True,FAST_SEAM,37.506,,6,6,6,,-0.704,10.909,-0.692,1.343,51.0,5.0
78264,5840,1.4.6,6,Jos Buttler,509,True,Parthiv Patel,44,Ben Stokes,1154,True,FAST_SEAM,38.343,,0,0,0,,-0.341,7.995,0.226,1.008,5.0,5.0
78272,5840,1.6.2,2,Jos Buttler,509,True,Rohit Sharma,107,Deepak Chahar,140,True,MEDIUM_SEAM,31.827,,0,0,0,,-0.169,5.037,-0.114,0.636,65.0,45.0
78273,5840,1.6.3,3,Jos Buttler,509,True,Rohit Sharma,107,Deepak Chahar,140,True,MEDIUM_SEAM,35.628,,0,0,0,,-0.54,13.406,-0.724,1.956,5.0,5.0
78274,5840,1.6.4,4,Jos Buttler,509,True,Rohit Sharma,107,Deepak Chahar,140,True,MEDIUM_SEAM,38.132,,4,4,4,,-0.235,7.412,-0.054,0.744,30.0,86.0
78275,5840,1.6.5,5,Jos Buttler,509,True,Rohit Sharma,107,Deepak Chahar,140,True,MEDIUM_SEAM,35.36,,6,6,6,,-0.518,12.239,-0.595,1.166,23.0,81.0
78276,5840,1.6.6,6,Jos Buttler,509,True,Rohit Sharma,107,Deepak Chahar,140,True,MEDIUM_SEAM,37.32,,2,2,2,,-0.367,10.774,0.098,1.071,86.0,35.0
79549,5845,2.1.6,6,Jos Buttler,509,True,Parthiv Patel,44,Trent Boult,969,False,FAST_SEAM,39.03,,4,4,4,,0.011,5.055,0.011,0.53,92.0,51.0
79554,5845,2.2.5,4,Jos Buttler,509,True,Parthiv Patel,44,Chris Woakes,967,True,FAST_SEAM,37.745,,1,0,1,Wd,-0.777,4.797,-0.989,0.491,5.0,5.0
79555,5845,2.2.6,4,Jos Buttler,509,True,Parthiv Patel,44,Chris Woakes,967,True,FAST_SEAM,37.97,,0,0,0,,-0.28,9.532,-0.139,1.107,55.0,40.0
79556,5845,2.2.7,5,Jos Buttler,509,True,Parthiv Patel,44,Chris Woakes,967,True,FAST_SEAM,36.865,,1,1,1,,-0.468,8.262,-0.372,1.114,37.0,12.0
79558,5845,2.3.1,1,Jos Buttler,509,True,Parthiv Patel,44,Trent Boult,969,False,FAST_SEAM,39.004,,1,0,1,Wd,0.286,6.143,0.396,0.611,5.0,5.0
79559,5845,2.3.2,1,Jos Buttler,509,True,Parthiv Patel,44,Trent Boult,969,False,FAST_SEAM,38.31,,0,0,0,,0.03,8.062,-0.023,1.097,5.0,5.0
79560,5845,2.3.3,2,Jos Buttler,509,True,Parthiv Patel,44,Trent Boult,969,False,FAST_SEAM,37.478,,1,1,1,,0.189,8.116,0.181,0.945,63.0,23.0
79565,5845,2.4.1,1,Jos Buttler,509,True,Parthiv Patel,44,Chris Woakes,967,True,FAST_SEAM,37.896,,1,0,1,Wd,-0.675,9.72,-1.021,1.186,5.0,5.0
79566,5845,2.4.2,1,Jos Buttler,509,True,Parthiv Patel,44,Chris Woakes,967,True,FAST_SEAM,38.874,,1,0,1,Wd,-0.884,3.44,-0.988,0.448,5.0,5.0
79567,5845,2.4.3,1,Jos Buttler,509,True,Parthiv Patel,44,Chris Woakes,967,True,FAST_SEAM,38.375,,1,1,1,,-0.423,9.277,-0.163,0.999,36.0,37.0
79571,5845,2.4.7,5,Jos Buttler,509,True,Parthiv Patel,44,Chris Woakes,967,True,FAST_SEAM,38.064,,6,6,6,,0.054,5.759,0.33,0.624,66.0,7.0
79572,5845,2.4.8,6,Jos Buttler,509,True,Parthiv Patel,44,Chris Woakes,967,True,FAST_SEAM,37.116,,2,2,2,,-0.436,9.002,-0.267,1.037,36.0,87.0
79598,5845,2.9.1,1,Jos Buttler,509,True,Nitish Rana,2738,Ankit Rajpoot,1106,False,SEAM,34.769,,0,0,0,,-0.256,6.953,0.033,0.885,64.0,41.0
79599,5845,2.9.2,2,Jos Buttler,509,True,Nitish Rana,2738,Ankit Rajpoot,1106,False,SEAM,34.001,,0,0,0,,-0.281,8.933,0.316,1.046,5.0,5.0
79600,5845,2.9.3,3,Jos Buttler,509,True,Nitish Rana,2738,Ankit Rajpoot,1106,False,SEAM,38.61,lbw Ankit Rajpoot,0,0,0,,0.165,-0.036,0.163,0.049,0.0,0.0
80236,5848,2.1.3,3,Jos Buttler,509,True,Parthiv Patel,44,Bhuvneshwar Kumar,116,True,MEDIUM_SEAM,35.717,,0,0,0,,-0.297,5.849,-0.306,0.687,36.0,35.0
80237,5848,2.1.4,4,Jos Buttler,509,True,Parthiv Patel,44,Bhuvneshwar Kumar,116,True,MEDIUM_SEAM,38.742,,0,0,0,,-0.389,8.154,-0.416,0.999,5.0,5.0
80238,5848,2.1.5,5,Jos Buttler,509,True,Parthiv Patel,44,Bhuvneshwar Kumar,116,True,MEDIUM_SEAM,39.136,,4,4,4,,-0.178,7.034,0.031,0.859,82.0,77.0
80239,5848,2.1.6,6,Jos Buttler,509,True,Parthiv Patel,44,Bhuvneshwar Kumar,116,True,MEDIUM_SEAM,39.498,,1,0,0,Lb,-0.379,7.013,0.101,0.859,41.0,32.0
80240,5848,2.2.1,1,Jos Buttler,509,True,Parthiv Patel,44,Ashish Nehra,115,False,MEDIUM_SEAM,38.568,,4,4,4,,-0.059,8.106,-0.279,0.893,63.0,7.0
80241,5848,2.2.2,2,Jos Buttler,509,True,Parthiv Patel,44,Ashish Nehra,115,False,MEDIUM_SEAM,36.404,,1,1,1,,0.276,10.23,-0.243,1.249,32.0,13.0
80246,5848,2.3.1,1,Jos Buttler,509,True,Parthiv Patel,44,Bhuvneshwar Kumar,116,True,MEDIUM_SEAM,37.116,,4,4,4,,-0.644,9.272,-0.934,1.117,8.0,54.0
80247,5848,2.3.2,2,Jos Buttler,509,True,Parthiv Patel,44,Bhuvneshwar Kumar,116,True,MEDIUM_SEAM,38.802,,0,0,0,,-0.169,4.332,0.095,0.442,44.0,32.0
80248,5848,2.3.3,3,Jos Buttler,509,True,Parthiv Patel,44,Bhuvneshwar Kumar,116,True,MEDIUM_SEAM,37.554,,0,0,0,,-0.319,7.575,-0.279,0.932,5.0,5.0
80249,5848,2.3.4,4,Jos Buttler,509,True,Parthiv Patel,44,Bhuvneshwar Kumar,116,True,MEDIUM_SEAM,38.757,,1,1,1,,-0.248,7.154,0.058,0.832,57.0,58.0
80252,5848,2.4.1,1,Jos Buttler,509,True,Parthiv Patel,44,Ashish Nehra,115,False,MEDIUM_SEAM,32.888,b Ashish Nehra,0,0,0,,0.253,7.976,0.045,0.575,0.0,0.0
80708,5850,2.1.4,3,Jos Buttler,509,True,Parthiv Patel,44,Samuel Badree,590,True,SEAM,-1.0,,0,0,0,,,,,,55.0,38.0
80709,5850,2.1.5,4,Jos Buttler,509,True,Parthiv Patel,44,Samuel Badree,590,True,SEAM,25.961,,0,0,0,,-0.179,4.094,-0.208,0.455,50.0,41.0
80710,5850,2.1.6,5,Jos Buttler,509,True,Parthiv Patel,44,Samuel Badree,590,True,SEAM,26.127,,1,1,1,,0.024,4.293,0.126,0.578,58.0,75.0
80713,5850,2.2.2,2,Jos Buttler,509,True,Parthiv Patel,44,Stuart Binny,148,True,SEAM,-1.0,,1,1,1,,,,,,88.0,44.0
80716,5850,2.2.5,5,Jos Buttler,509,True,Parthiv Patel,44,Stuart Binny,148,True,SEAM,35.119,c Chris Gayle b Stuart Binny,0,0,0,,0.068,5.014,0.259,0.542,0.0,0.0
81696,5854,2.2.6,5,Jos Buttler,509,True,Nitish Rana,2738,Basil Thampi,3825,True,MEDIUM_SEAM,37.307,,1,1,1,,-0.35,7.752,-0.115,0.816,58.0,56.0
81705,5854,2.3.8,4,Jos Buttler,509,True,Nitish Rana,2738,Praveen Kumar,77,True,SEAM,34.695,,0,0,0,,-0.427,7.561,-0.754,0.744,5.0,5.0
81706,5854,2.3.9,5,Jos Buttler,509,True,Nitish Rana,2738,Praveen Kumar,77,True,SEAM,34.428,,0,0,0,,-0.324,9.054,-0.477,0.821,56.0,42.0
81707,5854,2.3.10,6,Jos Buttler,509,True,Nitish Rana,2738,Praveen Kumar,77,True,SEAM,34.929,,0,0,0,,-0.458,8.973,-0.715,0.872,34.0,29.0
81710,5854,2.4.3,3,Jos Buttler,509,True,Nitish Rana,2738,Munaf Patel,104,True,SEAM,32.773,,4,4,4,,0.03,6.908,0.194,0.799,80.0,13.0
81711,5854,2.4.4,4,Jos Buttler,509,True,Nitish Rana,2738,Munaf Patel,104,True,SEAM,33.714,,0,0,0,,-0.346,6.787,-0.37,0.791,38.0,48.0
81712,5854,2.4.5,5,Jos Buttler,509,True,Nitish Rana,2738,Munaf Patel,104,True,SEAM,33.358,,1,1,1,,-0.156,7.375,-0.081,0.881,58.0,60.0
81715,5854,2.5.2,2,Jos Buttler,509,True,Nitish Rana,2738,Basil Thampi,3825,True,MEDIUM_SEAM,37.921,,6,6,6,,-0.266,8.025,-0.034,0.944,56.0,5.0
81716,5854,2.5.3,3,Jos Buttler,509,True,Nitish Rana,2738,Basil Thampi,3825,True,MEDIUM_SEAM,25.232,,0,0,0,,-0.29,6.329,-0.267,0.77,43.0,38.0
81717,5854,2.5.4,4,Jos Buttler,509,True,Nitish Rana,2738,Basil Thampi,3825,True,MEDIUM_SEAM,33.108,,1,1,1,,-0.238,7.128,0.055,0.818,86.0,40.0
81721,5854,2.6.2,2,Jos Buttler,509,True,Nitish Rana,2738,Andrew Tye,1480,True,MEDIUM_SEAM,32.689,,1,1,1,,-0.15,5.747,-0.028,0.744,57.0,60.0
81734,5854,2.8.3,3,Jos Buttler,509,True,Nitish Rana,2738,Munaf Patel,104,True,SEAM,36.289,,1,0,0,Lb,-0.312,7.601,-0.229,0.758,38.0,35.0
81737,5854,2.8.6,6,Jos Buttler,509,True,Nitish Rana,2738,Munaf Patel,104,True,SEAM,31.529,,0,0,0,,-0.496,8.998,-0.728,0.854,5.0,5.0
81747,5854,2.10.4,4,Jos Buttler,509,True,Rohit Sharma,107,Andrew Tye,1480,True,MEDIUM_SEAM,33.419,,1,1,1,,-0.5,7.417,-0.461,0.833,12.0,45.0
81749,5854,2.10.6,6,Jos Buttler,509,True,Rohit Sharma,107,Andrew Tye,1480,True,MEDIUM_SEAM,31.368,,1,0,0,Lb,-0.041,6.656,0.344,0.871,68.0,18.0
81756,5854,2.12.1,1,Jos Buttler,509,True,Rohit Sharma,107,Munaf Patel,104,True,SEAM,32.575,c Brendon McCullum b Munaf Patel,0,0,0,,-0.335,9.621,-0.38,1.126,0.0,0.0
83175,5860,2.1.2,2,Jos Buttler,509,True,Parthiv Patel,44,Sandeep Sharma,1112,True,MEDIUM_SEAM,37.643,,1,1,1,,-0.721,7.386,-0.817,0.607,34.0,37.0
83178,5860,2.1.5,4,Jos Buttler,509,True,Parthiv Patel,44,Sandeep Sharma,1112,True,MEDIUM_SEAM,37.475,,0,0,0,,-0.533,7.858,-0.575,0.566,56.0,45.0
83179,5860,2.1.6,5,Jos Buttler,509,True,Parthiv Patel,44,Sandeep Sharma,1112,True,MEDIUM_SEAM,37.096,,0,0,0,,-0.481,7.651,-0.575,0.764,35.0,36.0
83180,5860,2.1.7,6,Jos Buttler,509,True,Parthiv Patel,44,Sandeep Sharma,1112,True,MEDIUM_SEAM,37.58,,6,6,6,,-0.453,8.769,-0.586,0.95,91.0,76.0
83182,5860,2.2.2,2,Jos Buttler,509,True,Parthiv Patel,44,Ishant Sharma,38,True,FAST_SEAM,39.004,,4,4,4,,-0.466,7.057,-0.344,0.7,8.0,27.0
83183,5860,2.2.3,3,Jos Buttler,509,True,Parthiv Patel,44,Ishant Sharma,38,True,FAST_SEAM,40.316,,1,0,0,Lb,-0.509,6.532,-0.362,0.602,66.0,30.0
83186,5860,2.2.6,6,Jos Buttler,509,True,Parthiv Patel,44,Ishant Sharma,38,True,FAST_SEAM,35.415,,0,0,0,,-0.865,10.277,-0.935,0.951,5.0,5.0
83188,5860,2.3.2,2,Jos Buttler,509,True,Parthiv Patel,44,Sandeep Sharma,1112,True,MEDIUM_SEAM,37.229,,4,4,4,,-0.203,2.716,-0.164,0.37,20.0,79.0
83189,5860,2.3.3,3,Jos Buttler,509,True,Parthiv Patel,44,Sandeep Sharma,1112,True,MEDIUM_SEAM,37.38,,1,1,1,,-0.07,5.816,-0.009,0.506,83.0,56.0
83192,5860,2.3.6,6,Jos Buttler,509,True,Parthiv Patel,44,Sandeep Sharma,1112,True,MEDIUM_SEAM,37.358,,6,6,6,,-0.095,-0.071,-0.095,0.048,12.0,79.0
83195,5860,2.4.3,3,Jos Buttler,509,True,Parthiv Patel,44,Ishant Sharma,38,True,FAST_SEAM,38.819,,4,4,4,,-0.274,6.077,-0.034,0.617,14.0,71.0
83196,5860,2.4.4,4,Jos Buttler,509,True,Parthiv Patel,44,Ishant Sharma,38,True,FAST_SEAM,36.358,,1,1,1,,-0.077,6.677,0.298,0.648,38.0,55.0
83201,5860,2.5.3,3,Jos Buttler,509,True,Parthiv Patel,44,Mohit Sharma,1107,False,SEAM,29.223,,4,4,4,,-0.233,6.736,-0.309,0.679,13.0,67.0
83202,5860,2.5.4,4,Jos Buttler,509,True,Parthiv Patel,44,Mohit Sharma,1107,False,SEAM,37.289,,0,0,0,,-0.189,7.409,-0.051,0.581,33.0,46.0
83203,5860,2.5.5,5,Jos Buttler,509,True,Parthiv Patel,44,Mohit Sharma,1107,False,SEAM,37.373,,4,4,4,,0.081,6.412,0.405,0.54,76.0,11.0
83204,5860,2.5.6,6,Jos Buttler,509,True,Parthiv Patel,44,Mohit Sharma,1107,False,SEAM,28.469,,4,4,4,,-0.064,2.316,-0.066,0.467,14.0,68.0
83209,5860,2.6.5,4,Jos Buttler,509,True,Parthiv Patel,44,Marcus Stoinis,964,True,MEDIUM_SEAM,28.609,,1,1,1,,-0.22,13.15,0.828,1.469,81.0,21.0
83220,5860,2.8.3,3,Jos Buttler,509,True,Nitish Rana,2738,Marcus Stoinis,964,True,MEDIUM_SEAM,37.88,,1,1,1,,-0.478,2.122,-0.485,0.268,37.0,27.0
83222,5860,2.8.5,5,Jos Buttler,509,True,Nitish Rana,2738,Marcus Stoinis,964,True,MEDIUM_SEAM,29.627,,4,4,4,,-0.489,3.788,-0.427,0.531,10.0,60.0
83223,5860,2.8.6,6,Jos Buttler,509,True,Nitish Rana,2738,Marcus Stoinis,964,True,MEDIUM_SEAM,38.588,,1,1,1,,-0.481,4.9,-0.459,0.373,68.0,11.0
83231,5860,2.10.1,1,Jos Buttler,509,True,Nitish Rana,2738,Swapnil Singh,3180,False,SEAM,27.457,,1,1,1,,-0.124,5.112,0.049,0.604,72.0,73.0
83233,5860,2.10.3,3,Jos Buttler,509,True,Nitish Rana,2738,Swapnil Singh,3180,False,SEAM,23.46,,1,1,1,,-0.711,3.981,-0.903,0.523,12.0,41.0
83235,5860,2.10.5,5,Jos Buttler,509,True,Nitish Rana,2738,Swapnil Singh,3180,False,SEAM,27.88,,1,1,1,,-0.206,6.233,0.216,0.69,76.0,67.0
83239,5860,2.11.3,3,Jos Buttler,509,True,Nitish Rana,2738,Ishant Sharma,38,True,FAST_SEAM,38.794,,1,1,1,,-0.4,1.686,-0.405,0.211,14.0,31.0
83241,5860,2.11.5,5,Jos Buttler,509,True,Nitish Rana,2738,Ishant Sharma,38,True,FAST_SEAM,37.944,,1,1,1,,-0.49,4.742,-0.447,0.43,79.0,47.0
83246,5860,2.12.4,4,Jos Buttler,509,True,Nitish Rana,2738,Swapnil Singh,3180,False,SEAM,28.027,,1,1,1,,-0.35,6.303,-0.051,0.629,64.0,70.0
83249,5860,2.13.1,1,Jos Buttler,509,True,Nitish Rana,2738,Sandeep Sharma,1112,True,MEDIUM_SEAM,38.489,,1,0,1,Wd,-1.093,3.273,-1.137,0.368,5.0,5.0
83250,5860,2.13.2,1,Jos Buttler,509,True,Nitish Rana,2738,Sandeep Sharma,1112,True,MEDIUM_SEAM,35.749,,1,1,1,,-0.982,4.653,-1.077,0.426,13.0,38.0
83252,5860,2.13.4,3,Jos Buttler,509,True,Nitish Rana,2738,Sandeep Sharma,1112,True,MEDIUM_SEAM,35.662,,6,6,6,,-0.633,3.213,-0.638,0.365,11.0,80.0
83253,5860,2.13.5,4,Jos Buttler,509,True,Nitish Rana,2738,Sandeep Sharma,1112,True,MEDIUM_SEAM,36.961,,6,6,6,,-0.264,9.539,-0.322,0.934,93.0,61.0
83254,5860,2.13.6,5,Jos Buttler,509,True,Nitish Rana,2738,Sandeep Sharma,1112,True,MEDIUM_SEAM,36.371,,1,1,1,,-0.715,2.817,-0.728,0.275,27.0,76.0
83256,5860,2.14.1,1,Jos Buttler,509,True,Nitish Rana,2738,Mohit Sharma,1107,False,SEAM,31.023,c Glenn Maxwell b Mohit Sharma,0,0,0,,-0.488,5.634,-0.545,0.604,0.0,0.0
83750,5863,1.1.2,2,Jos Buttler,509,True,Parthiv Patel,44,Kagiso Rabada,1664,True,FAST_SEAM,37.819,,5,0,5,Wd,-0.293,7.778,0.394,0.95,5.0,5.0
83751,5863,1.1.3,2,Jos Buttler,509,True,Parthiv Patel,44,Kagiso Rabada,1664,True,FAST_SEAM,38.578,,1,1,1,,-0.746,8.461,-0.905,0.987,40.0,8.0
83753,5863,1.1.5,4,Jos Buttler,509,True,Parthiv Patel,44,Kagiso Rabada,1664,True,FAST_SEAM,40.111,,0,0,0,,-0.52,3.636,-0.405,0.432,44.0,59.0
83754,5863,1.1.6,5,Jos Buttler,509,True,Parthiv Patel,44,Kagiso Rabada,1664,True,FAST_SEAM,40.36,,0,0,0,,-0.403,9.052,-0.018,1.107,58.0,36.0
83755,5863,1.1.7,6,Jos Buttler,509,True,Parthiv Patel,44,Kagiso Rabada,1664,True,FAST_SEAM,41.302,,0,0,0,,-0.205,0.651,-0.177,0.114,58.0,21.0
83760,5863,1.2.5,4,Jos Buttler,509,True,Parthiv Patel,44,Chris Morris,836,True,FAST_SEAM,38.713,,6,6,6,,-0.399,11.338,0.306,1.613,60.0,6.0
83761,5863,1.2.6,5,Jos Buttler,509,True,Parthiv Patel,44,Chris Morris,836,True,FAST_SEAM,37.865,,4,4,4,,-0.351,9.81,-0.01,1.239,43.0,6.0
83762,5863,1.2.7,6,Jos Buttler,509,True,Parthiv Patel,44,Chris Morris,836,True,FAST_SEAM,37.908,,0,0,0,,-0.487,10.233,-0.272,1.335,49.0,22.0
83765,5863,1.3.3,3,Jos Buttler,509,True,Parthiv Patel,44,Zaheer Khan,165,False,FAST_SEAM,34.9,,1,1,1,,0.172,8.076,-0.033,0.961,60.0,48.0
83768,5863,1.3.6,6,Jos Buttler,509,True,Parthiv Patel,44,Zaheer Khan,165,False,FAST_SEAM,36.83,,1,0,1,Wd,0.37,7.424,0.405,0.773,5.0,5.0
83769,5863,1.3.7,6,Jos Buttler,509,True,Parthiv Patel,44,Zaheer Khan,165,False,FAST_SEAM,-1.0,,1,0,0,Lb,,,,,36.0,29.0
83770,5863,1.4.1,1,Jos Buttler,509,True,Parthiv Patel,44,Kagiso Rabada,1664,True,FAST_SEAM,40.418,,0,0,0,,-0.138,1.739,-0.25,0.366,38.0,43.0
83771,5863,1.4.2,2,Jos Buttler,509,True,Parthiv Patel,44,Kagiso Rabada,1664,True,FAST_SEAM,38.713,,6,6,6,,-0.02,6.154,0.364,0.676,86.0,70.0
83772,5863,1.4.3,3,Jos Buttler,509,True,Parthiv Patel,44,Kagiso Rabada,1664,True,FAST_SEAM,-1.0,,0,0,0,,,,,,5.0,5.0
83773,5863,1.4.4,4,Jos Buttler,509,True,Parthiv Patel,44,Kagiso Rabada,1664,True,FAST_SEAM,34.314,,1,1,1,,-0.474,8.746,-0.389,1.014,34.0,32.0
83777,5863,1.5.1,1,Jos Buttler,509,True,Nitish Rana,2738,Zaheer Khan,165,False,FAST_SEAM,33.79,,0,0,0,,-0.083,7.445,-0.37,0.791,33.0,27.0
83778,5863,1.5.2,2,Jos Buttler,509,True,Nitish Rana,2738,Zaheer Khan,165,False,FAST_SEAM,37.313,,0,0,0,,-0.116,6.25,-0.357,0.623,41.0,59.0
83779,5863,1.5.3,3,Jos Buttler,509,True,Nitish Rana,2738,Zaheer Khan,165,False,FAST_SEAM,36.821,,4,4,4,,0.329,7.851,0.344,0.827,56.0,5.0
83780,5863,1.5.4,4,Jos Buttler,509,True,Nitish Rana,2738,Zaheer Khan,165,False,FAST_SEAM,37.496,,1,1,1,,0.077,6.41,-0.082,0.673,44.0,62.0
83782,5863,1.5.6,6,Jos Buttler,509,True,Nitish Rana,2738,Zaheer Khan,165,False,FAST_SEAM,36.475,,4,4,4,,-0.082,5.623,-0.365,0.657,20.0,79.0
84560,5866,2.2.4,4,Jos Buttler,509,True,Parthiv Patel,44,Shardul Thakur,1745,True,MEDIUM_SEAM,38.4,,4,4,4,,-0.653,10.333,-1.356,1.148,14.0,17.0
84561,5866,2.2.5,5,Jos Buttler,509,True,Parthiv Patel,44,Shardul Thakur,1745,True,MEDIUM_SEAM,39.501,,4,4,4,,0.02,5.957,0.153,0.614,56.0,6.0
84562,5866,2.2.6,6,Jos Buttler,509,True,Parthiv Patel,44,Shardul Thakur,1745,True,MEDIUM_SEAM,39.013,,2,2,2,,-0.272,6.372,-0.299,0.651,56.0,80.0
84570,5866,2.4.2,2,Jos Buttler,509,True,Parthiv Patel,44,Jaydev Unadkat,86,False,MEDIUM_SEAM,32.914,,1,1,1,,0.082,8.753,-0.711,0.851,14.0,42.0
84572,5866,2.4.4,4,Jos Buttler,509,True,Parthiv Patel,44,Jaydev Unadkat,86,False,MEDIUM_SEAM,36.209,,4,4,4,,-0.083,7.062,-0.681,0.856,42.0,6.0
84573,5866,2.4.5,5,Jos Buttler,509,True,Parthiv Patel,44,Jaydev Unadkat,86,False,MEDIUM_SEAM,38.357,,0,0,0,,0.238,8.959,-0.349,0.915,38.0,41.0
84574,5866,2.4.6,6,Jos Buttler,509,True,Parthiv Patel,44,Jaydev Unadkat,86,False,MEDIUM_SEAM,33.12,,1,1,1,,-0.266,8.93,0.175,0.81,65.0,22.0
84575,5866,2.5.1,1,Jos Buttler,509,True,Parthiv Patel,44,Ben Stokes,1154,True,FAST_SEAM,31.53,,0,0,0,,-0.342,3.505,-0.181,0.526,39.0,42.0
84576,5866,2.5.2,2,Jos Buttler,509,True,Parthiv Patel,44,Ben Stokes,1154,True,FAST_SEAM,30.251,c Washington Sundar b Ben Stokes,0,0,0,,-0.137,6.306,0.266,0.682,0.0,0.0
85965,5873,2.1.3,3,Jos Buttler,509,True,Parthiv Patel,44,Basil Thampi,3825,True,MEDIUM_SEAM,38.73,,0,0,0,,-0.369,9.434,-0.079,1.146,47.0,38.0
85966,5873,2.1.4,4,Jos Buttler,509,True,Parthiv Patel,44,Basil Thampi,3825,True,MEDIUM_SEAM,37.977,,4,4,4,,-0.156,7.381,0.074,0.789,87.0,68.0
85967,5873,2.1.5,5,Jos Buttler,509,True,Parthiv Patel,44,Basil Thampi,3825,True,MEDIUM_SEAM,38.226,,0,0,0,,-0.497,9.665,-0.291,0.936,46.0,36.0
85968,5873,2.1.6,6,Jos Buttler,509,True,Parthiv Patel,44,Basil Thampi,3825,True,MEDIUM_SEAM,38.701,,4,4,4,,-0.268,7.666,0.053,0.789,68.0,7.0
