,matchId,delivery,ball,batter,batterId,rightHandedBat,nonStriker,nonStrikerId,bowler,bowlerId,rightArmedBowl,bowlingStyle,ballSpeed,dismissalDetails,runs,batterRuns,bowlerRuns,extras,pitchX,pitchY,stumpsX,stumpsY,fieldX,fieldY
0,2,1.1.1,1,Faf du Plessis,24,True,Murali Vijay,7,Lasith Malinga,211,True,FAST_SEAM,39.876,,1,0,1,Wd,0.237,4.412,0.161,0.658,5.0,5.0
1,2,1.1.2,1,Faf du Plessis,24,True,Murali Vijay,7,Lasith Malinga,211,True,FAST_SEAM,39.876,,0,0,0,,-0.143,10.242,-0.264,1.253,48.0,40.0
2,2,1.1.3,2,Faf du Plessis,24,True,Murali Vijay,7,Lasith Malinga,211,True,FAST_SEAM,38.889,,3,3,3,,-0.065,8.693,-0.06,0.776,87.0,57.0
3,2,1.1.4,3,Murali Vijay,7,False,Faf du Plessis,24,Lasith Malinga,211,True,FAST_SEAM,39.901,,0,0,0,,-0.196,8.27,-0.273,0.697,33.0,27.0
4,2,1.1.5,4,Murali Vijay,7,False,Faf du Plessis,24,Lasith Malinga,211,True,FAST_SEAM,39.339,run out (Ambati Rayudu),0,0,0,,-0.083,9.085,-0.097,0.916,0.0,0.0
5,2,1.1.6,5,Suresh Raina,14,False,Murali Vijay,7,Lasith Malinga,211,True,FAST_SEAM,40.144,,0,0,0,,0.019,1.607,0.002,0.178,40.0,38.0
6,2,1.1.7,6,Suresh Raina,14,False,Murali Vijay,7,Lasith Malinga,211,True,FAST_SEAM,39.544,,1,1,1,,0.151,10.49,0.461,1.441,80.0,19.0
14,2,1.3.1,1,Suresh Raina,14,False,Murali Vijay,7,Lasith Malinga,211,True,FAST_SEAM,39.775,,3,3,3,,0.227,8.032,0.452,0.809,88.0,51.0
15,2,1.3.2,2,Murali Vijay,7,False,Suresh Raina,14,Lasith Malinga,211,True,FAST_SEAM,39.535,,0,0,0,,-0.17,9.349,-0.269,0.959,35.0,26.0
16,2,1.3.3,3,Murali Vijay,7,False,Suresh Raina,14,Lasith Malinga,211,True,FAST_SEAM,34.722,,0,0,0,,-0.131,7.344,-0.098,0.797,37.0,37.0
17,2,1.3.4,4,Murali Vijay,7,False,Suresh Raina,14,Lasith Malinga,211,True,FAST_SEAM,34.975,,0,0,0,,-0.372,8.169,-0.326,0.747,34.0,36.0
18,2,1.3.5,5,Murali Vijay,7,False,Suresh Raina,14,Lasith Malinga,211,True,FAST_SEAM,40.015,,1,1,1,,-0.081,5.499,-0.082,0.465,36.0,58.0
19,2,1.3.6,6,Suresh Raina,14,False,Murali Vijay,7,Lasith Malinga,211,True,FAST_SEAM,38.597,,1,0,1,Wd,-0.081,5.499,-0.082,0.465,5.0,5.0
20,2,1.3.7,6,Suresh Raina,14,False,Murali Vijay,7,Lasith Malinga,211,True,FAST_SEAM,40.069,,1,1,1,,0.14,11.499,0.677,1.04,77.0,15.0
109,2,1.18.1,1,Ravichandran Ashwin,8,True,Ravindra Jadeja,9,Lasith Malinga,211,True,FAST_SEAM,-1.0,run out (Harbhajan Singh),1,1,1,,-0.219,7.082,-0.071,0.834,28.0,29.0
111,2,1.18.3,3,Shadab Jakati,10,False,Ravindra Jadeja,9,Lasith Malinga,211,True,FAST_SEAM,39.745,,0,0,0,,-0.161,3.197,-0.14,0.363,39.0,41.0
112,2,1.18.4,4,Shadab Jakati,10,False,Ravindra Jadeja,9,Lasith Malinga,211,True,FAST_SEAM,38.885,,0,0,0,,0.014,2.068,0.039,0.262,48.0,39.0
113,2,1.18.5,5,Shadab Jakati,10,False,Ravindra Jadeja,9,Lasith Malinga,211,True,FAST_SEAM,39.077,,1,1,1,,0.083,3.272,0.181,0.339,82.0,29.0
114,2,1.18.6,6,Ravindra Jadeja,9,False,Shadab Jakati,10,Lasith Malinga,211,True,FAST_SEAM,39.668,b Lasith Malinga,0,0,0,,-0.009,10.942,0.314,1.021,0.0,0.0
121,2,1.20.1,1,Shadab Jakati,10,False,Doug Bollinger,18,Lasith Malinga,211,True,FAST_SEAM,39.978,,1,1,1,,0.159,2.374,0.223,0.181,70.0,12.0
122,2,1.20.2,2,Doug Bollinger,18,False,Shadab Jakati,10,Lasith Malinga,211,True,FAST_SEAM,39.367,,1,1,1,,-0.224,5.297,-0.23,0.467,18.0,37.0
123,2,1.20.3,3,Shadab Jakati,10,False,Doug Bollinger,18,Lasith Malinga,211,True,FAST_SEAM,34.911,,0,0,0,,-0.267,5.986,-0.311,0.695,5.0,5.0
124,2,1.20.4,4,Shadab Jakati,10,False,Doug Bollinger,18,Lasith Malinga,211,True,FAST_SEAM,39.698,,1,1,1,,0.279,0.023,0.28,0.039,37.0,33.0
125,2,1.20.5,5,Doug Bollinger,18,False,Shadab Jakati,10,Lasith Malinga,211,True,FAST_SEAM,39.698,c Rohit Sharma b Lasith Malinga,0,0,0,,0.279,0.023,0.28,0.039,0.0,0.0
373,4,1.1.2,2,Manish Pandey,123,True,Sourav Ganguly,130,Lasith Malinga,211,True,FAST_SEAM,36.812,,0,0,0,,-0.113,7.16,-0.29,0.712,32.0,39.0
374,4,1.1.3,3,Manish Pandey,123,True,Sourav Ganguly,130,Lasith Malinga,211,True,FAST_SEAM,35.607,,0,0,0,,-0.187,9.204,-0.268,1.476,41.0,38.0
375,4,1.1.4,4,Manish Pandey,123,True,Sourav Ganguly,130,Lasith Malinga,211,True,FAST_SEAM,35.607,,0,0,0,,0.066,2.54,-0.017,0.269,53.0,42.0
376,4,1.1.5,5,Manish Pandey,123,True,Sourav Ganguly,130,Lasith Malinga,211,True,FAST_SEAM,35.607,b Lasith Malinga,0,0,0,,-0.086,6.978,0.079,0.669,5.0,5.0
385,4,1.3.2,1,Wayne Parnell,223,False,Sourav Ganguly,130,Lasith Malinga,211,True,FAST_SEAM,38.864,,0,0,0,,0.213,8.597,0.447,0.988,5.0,5.0
386,4,1.3.3,2,Wayne Parnell,223,False,Sourav Ganguly,130,Lasith Malinga,211,True,FAST_SEAM,38.864,,0,0,0,,0.136,6.56,0.331,0.822,68.0,41.0
387,4,1.3.4,3,Wayne Parnell,223,False,Sourav Ganguly,130,Lasith Malinga,211,True,FAST_SEAM,38.864,,4,0,0,Lb,-0.011,12.379,0.106,1.56,5.0,5.0
388,4,1.3.5,4,Wayne Parnell,223,False,Sourav Ganguly,130,Lasith Malinga,211,True,FAST_SEAM,36.014,,1,1,1,,0.269,4.044,0.48,0.442,76.0,15.0
389,4,1.3.6,5,Sourav Ganguly,130,False,Wayne Parnell,223,Lasith Malinga,211,True,FAST_SEAM,39.972,,1,1,1,,0.308,8.421,0.62,0.871,71.0,12.0
390,4,1.3.7,6,Wayne Parnell,223,False,Sourav Ganguly,130,Lasith Malinga,211,True,FAST_SEAM,39.803,,0,0,0,,-0.095,2.963,-0.109,0.274,5.0,5.0
471,4,1.17.1,1,Marlon Samuels,272,True,Steve Smith,271,Lasith Malinga,211,True,FAST_SEAM,37.14,,2,2,2,,0.072,8.25,0.2,0.671,89.0,25.0
472,4,1.17.2,2,Marlon Samuels,272,True,Steve Smith,271,Lasith Malinga,211,True,FAST_SEAM,38.959,b Lasith Malinga,0,0,0,,-0.069,0.936,-0.066,0.129,0.0,0.0
473,4,1.17.3,3,Bhuvneshwar Kumar,116,True,Steve Smith,271,Lasith Malinga,211,True,FAST_SEAM,39.78,,1,1,1,,-0.204,4.196,-0.217,0.397,63.0,76.0
474,4,1.17.4,4,Steve Smith,271,True,Bhuvneshwar Kumar,116,Lasith Malinga,211,True,FAST_SEAM,38.399,,0,0,0,,-0.129,4.834,-0.108,0.531,40.0,53.0
475,4,1.17.5,5,Steve Smith,271,True,Bhuvneshwar Kumar,116,Lasith Malinga,211,True,FAST_SEAM,38.399,,1,1,1,,-0.345,7.322,-0.354,0.828,64.0,71.0
476,4,1.17.6,6,Bhuvneshwar Kumar,116,True,Steve Smith,271,Lasith Malinga,211,True,FAST_SEAM,38.399,,1,1,1,,0.19,2.697,0.237,0.389,67.0,13.0
483,4,1.19.1,1,Murali Kartik,125,False,Steve Smith,271,Lasith Malinga,211,True,FAST_SEAM,38.83,,1,1,1,,0.119,3.002,0.185,0.272,63.0,25.0
484,4,1.19.2,2,Steve Smith,271,True,Murali Kartik,125,Lasith Malinga,211,True,FAST_SEAM,34.197,,1,1,1,,-0.185,6.122,-0.053,0.701,78.0,18.0
485,4,1.19.3,3,Murali Kartik,125,False,Steve Smith,271,Lasith Malinga,211,True,FAST_SEAM,38.932,,1,1,1,,0.144,2.991,0.249,0.267,64.0,26.0
486,4,1.19.4,4,Steve Smith,271,True,Murali Kartik,125,Lasith Malinga,211,True,FAST_SEAM,39.578,,0,0,0,,0.144,2.991,0.249,0.267,5.0,5.0
488,4,1.19.6,6,Steve Smith,271,True,Murali Kartik,125,Lasith Malinga,211,True,FAST_SEAM,39.284,,1,1,1,,-0.501,3.569,-0.594,0.344,31.0,41.0
1866,10,1.5.2,2,Dan Christian,181,True,Shikhar Dhawan,41,Lasith Malinga,211,True,FAST_SEAM,39.562,,0,0,0,,-0.103,8.1,-0.098,0.927,41.0,33.0
1867,10,1.5.3,3,Dan Christian,181,True,Shikhar Dhawan,41,Lasith Malinga,211,True,FAST_SEAM,39.68,,0,0,0,,-0.291,7.756,-0.385,0.828,40.0,57.0
1868,10,1.5.4,4,Dan Christian,181,True,Shikhar Dhawan,41,Lasith Malinga,211,True,FAST_SEAM,36.16,,1,1,1,,-0.456,9.032,-0.575,1.145,35.0,28.0
1869,10,1.5.5,5,Shikhar Dhawan,41,False,Dan Christian,181,Lasith Malinga,211,True,FAST_SEAM,40.028,,6,6,6,,-0.113,6.064,-0.154,0.537,6.0,47.0
1870,10,1.5.6,6,Shikhar Dhawan,41,False,Dan Christian,181,Lasith Malinga,211,True,FAST_SEAM,38.463,,1,1,1,,-0.253,0.454,-0.265,0.075,61.0,52.0
1877,10,1.7.1,1,Dan Christian,181,True,Shikhar Dhawan,41,Lasith Malinga,211,True,FAST_SEAM,40.361,,0,0,0,,0.033,2.848,0.05,0.335,64.0,36.0
1878,10,1.7.2,2,Dan Christian,181,True,Shikhar Dhawan,41,Lasith Malinga,211,True,FAST_SEAM,34.262,,0,0,0,,-0.335,6.916,-0.376,0.687,36.0,29.0
1879,10,1.7.3,3,Dan Christian,181,True,Shikhar Dhawan,41,Lasith Malinga,211,True,FAST_SEAM,40.298,,1,1,1,,-0.264,4.799,-0.292,0.441,39.0,55.0
1880,10,1.7.4,4,Shikhar Dhawan,41,False,Dan Christian,181,Lasith Malinga,211,True,FAST_SEAM,35.181,,0,0,0,,0.226,3.995,0.359,0.595,52.0,38.0
1881,10,1.7.5,5,Shikhar Dhawan,41,False,Dan Christian,181,Lasith Malinga,211,True,FAST_SEAM,40.022,,0,0,0,,-0.311,3.557,-0.427,0.544,5.0,5.0
1882,10,1.7.6,6,Shikhar Dhawan,41,False,Dan Christian,181,Lasith Malinga,211,True,FAST_SEAM,35.584,c Kieron Pollard b Lasith Malinga,0,0,0,,-0.208,7.188,-0.152,1.009,0.0,0.0
1940,10,1.17.2,2,Cameron White,178,False,Dan Christian,181,Lasith Malinga,211,True,FAST_SEAM,36.723,,6,6,6,,-0.673,5.547,-0.842,0.607,53.0,95.0
1942,10,1.17.4,4,Dan Christian,181,True,Cameron White,178,Lasith Malinga,211,True,FAST_SEAM,40.06,,1,1,1,,-0.316,2.412,-0.307,0.25,57.0,39.0
1943,10,1.17.5,5,Cameron White,178,False,Dan Christian,181,Lasith Malinga,211,True,FAST_SEAM,39.531,,1,1,1,,-0.478,4.618,-0.653,0.375,15.0,37.0
1944,10,1.17.6,6,Dan Christian,181,True,Cameron White,178,Lasith Malinga,211,True,FAST_SEAM,39.978,,1,1,1,,-0.494,4.388,-0.59,0.434,12.0,38.0
1951,10,1.19.1,1,Dwaraka Ravi Teja,36,False,Cameron White,178,Lasith Malinga,211,True,FAST_SEAM,40.068,,4,4,4,,0.22,0.896,0.243,0.123,61.0,7.0
1952,10,1.19.2,2,Dwaraka Ravi Teja,36,False,Cameron White,178,Lasith Malinga,211,True,FAST_SEAM,34.189,b Lasith Malinga,0,0,0,,-0.264,6.928,-0.128,0.468,0.0,0.0
1953,10,1.19.3,3,Amit Mishra,30,True,Cameron White,178,Lasith Malinga,211,True,FAST_SEAM,39.578,,0,0,0,,-0.264,6.948,-0.36,0.757,51.0,25.0
1954,10,1.19.4,4,Amit Mishra,30,True,Cameron White,178,Lasith Malinga,211,True,FAST_SEAM,40.049,c Munaf Patel b Lasith Malinga,0,0,0,,-0.118,5.068,-0.085,0.584,0.0,0.0
1956,10,1.19.6,6,Dale Steyn,180,True,Cameron White,178,Lasith Malinga,211,True,FAST_SEAM,37.302,,2,2,2,,-0.285,10.795,-0.138,0.986,72.0,22.0
2657,13,2.1.1,1,Rahul Dravid,131,True,Ajinkya Rahane,135,Lasith Malinga,211,True,FAST_SEAM,38.954,,2,2,2,,0.176,7.66,0.213,0.743,21.0,42.0
2658,13,2.1.2,2,Rahul Dravid,131,True,Ajinkya Rahane,135,Lasith Malinga,211,True,FAST_SEAM,39.387,,1,1,1,,-0.228,8.261,-0.548,0.79,29.0,12.0
2659,13,2.1.3,3,Ajinkya Rahane,135,True,Rahul Dravid,131,Lasith Malinga,211,True,FAST_SEAM,39.22,,4,4,4,,0.272,3.119,0.268,0.256,79.0,13.0
2660,13,2.1.4,4,Ajinkya Rahane,135,True,Rahul Dravid,131,Lasith Malinga,211,True,FAST_SEAM,37.964,,0,0,0,,-0.387,6.672,-0.676,0.685,5.0,5.0
2661,13,2.1.5,5,Ajinkya Rahane,135,True,Rahul Dravid,131,Lasith Malinga,211,True,FAST_SEAM,39.556,,0,0,0,,-0.144,8.279,-0.337,0.869,34.0,38.0
2662,13,2.1.6,6,Ajinkya Rahane,135,True,Rahul Dravid,131,Lasith Malinga,211,True,FAST_SEAM,38.753,,0,0,0,,-0.091,8.903,-0.242,0.892,31.0,36.0
2670,13,2.3.2,2,Ajinkya Rahane,135,True,Owais Shah,275,Lasith Malinga,211,True,FAST_SEAM,32.594,,0,0,0,,-0.128,5.425,-0.055,0.618,64.0,45.0
2671,13,2.3.3,3,Ajinkya Rahane,135,True,Owais Shah,275,Lasith Malinga,211,True,FAST_SEAM,33.93,,0,0,0,,-0.197,7.472,-0.129,0.874,49.0,42.0
2672,13,2.3.4,4,Ajinkya Rahane,135,True,Owais Shah,275,Lasith Malinga,211,True,FAST_SEAM,34.327,,2,2,2,,-0.042,8.18,0.118,0.875,70.0,24.0
2673,13,2.3.5,5,Ajinkya Rahane,135,True,Owais Shah,275,Lasith Malinga,211,True,FAST_SEAM,34.271,,1,1,1,,-0.178,7.702,0.067,0.726,73.0,28.0
2674,13,2.3.6,6,Owais Shah,275,False,Ajinkya Rahane,135,Lasith Malinga,211,True,FAST_SEAM,39.102,,0,0,0,,-0.111,13.266,-0.378,1.926,5.0,5.0
2742,13,2.15.1,1,Owais Shah,275,False,Ashok Menaria,139,Lasith Malinga,211,True,FAST_SEAM,38.058,b Lasith Malinga,0,0,0,,-0.032,3.972,-0.057,0.432,0.0,0.0
2743,13,2.15.2,2,Johan Botha,224,False,Ashok Menaria,139,Lasith Malinga,211,True,FAST_SEAM,38.03,,0,0,0,,-0.032,11.514,0.113,1.325,5.0,5.0
2744,13,2.15.3,3,Johan Botha,224,False,Ashok Menaria,139,Lasith Malinga,211,True,FAST_SEAM,38.806,,2,2,2,,-0.246,11.763,-0.404,1.409,80.0,62.0
2745,13,2.15.4,4,Johan Botha,224,False,Ashok Menaria,139,Lasith Malinga,211,True,FAST_SEAM,33.468,c Kieron Pollard b Lasith Malinga,0,0,0,,-0.308,6.839,-0.357,0.723,0.0,0.0
2746,13,2.15.5,5,Ashok Menaria,139,False,Kevon Cooper,232,Lasith Malinga,211,True,FAST_SEAM,34.788,,0,0,0,,0.289,4.235,0.515,0.464,5.0,5.0
2747,13,2.15.6,6,Ashok Menaria,139,False,Kevon Cooper,232,Lasith Malinga,211,True,FAST_SEAM,34.125,,0,0,0,,-0.138,6.311,-0.11,0.651,66.0,44.0
2768,13,2.19.1,1,Brad Hogg,231,False,Siddharth Trivedi,147,Lasith Malinga,211,True,FAST_SEAM,38.041,,0,0,0,,0.87,0.448,0.897,0.085,5.0,5.0
2769,13,2.19.2,2,Brad Hogg,231,False,Siddharth Trivedi,147,Lasith Malinga,211,True,FAST_SEAM,38.404,,0,0,0,,0.302,2.517,0.394,0.391,5.0,5.0
2770,13,2.19.3,3,Brad Hogg,231,False,Siddharth Trivedi,147,Lasith Malinga,211,True,FAST_SEAM,38.665,,1,1,1,,-0.029,3.092,-0.015,0.3,85.0,49.0
2771,13,2.19.4,4,Siddharth Trivedi,147,False,Brad Hogg,231,Lasith Malinga,211,True,FAST_SEAM,32.692,,0,0,0,,-0.25,7.452,-0.24,0.762,5.0,5.0
2772,13,2.19.5,5,Siddharth Trivedi,147,False,Brad Hogg,231,Lasith Malinga,211,True,FAST_SEAM,39.827,,0,0,0,,0.179,2.096,0.233,0.307,5.0,5.0
2773,13,2.19.6,6,Siddharth Trivedi,147,False,Brad Hogg,231,Lasith Malinga,211,True,FAST_SEAM,38.504,,0,0,0,,-0.235,5.379,-0.261,0.493,5.0,5.0
7849,37,1.1.1,1,Mahela Jayawardene,175,True,Virender Sehwag,45,Lasith Malinga,211,True,FAST_SEAM,36.143,,1,1,1,,0.045,8.899,0.07,0.816,74.0,19.0
7850,37,1.1.2,2,Virender Sehwag,45,True,Mahela Jayawardene,175,Lasith Malinga,211,True,FAST_SEAM,35.889,,0,0,0,,-0.081,9.256,-0.229,0.867,5.0,5.0
7851,37,1.1.3,3,Virender Sehwag,45,True,Mahela Jayawardene,175,Lasith Malinga,211,True,FAST_SEAM,36.205,,0,0,0,,-0.13,8.744,-0.163,0.82,34.0,39.0
7853,37,1.1.5,5,Virender Sehwag,45,True,Mahela Jayawardene,175,Lasith Malinga,211,True,FAST_SEAM,36.461,,0,0,0,,-0.12,9.07,-0.073,0.98,48.0,39.0
7861,37,1.3.1,1,Mahela Jayawardene,175,True,Virender Sehwag,45,Lasith Malinga,211,True,FAST_SEAM,39.043,,4,4,4,,0.021,7.829,0.325,0.705,93.0,38.0
7862,37,1.3.2,2,Mahela Jayawardene,175,True,Virender Sehwag,45,Lasith Malinga,211,True,FAST_SEAM,39.043,,4,4,4,,-0.019,8.016,0.065,0.607,90.0,23.0
7863,37,1.3.3,3,Mahela Jayawardene,175,True,Virender Sehwag,45,Lasith Malinga,211,True,FAST_SEAM,39.043,,0,0,0,,-0.384,3.4,-0.416,0.239,32.0,36.0
7864,37,1.3.4,4,Mahela Jayawardene,175,True,Virender Sehwag,45,Lasith Malinga,211,True,FAST_SEAM,39.024,,2,2,2,,-0.501,6.558,-0.559,0.536,35.0,10.0
7865,37,1.3.5,5,Mahela Jayawardene,175,True,Virender Sehwag,45,Lasith Malinga,211,True,FAST_SEAM,39.024,,4,4,4,,-0.411,10.74,-0.856,1.191,8.0,27.0
7866,37,1.3.6,6,Mahela Jayawardene,175,True,Virender Sehwag,45,Lasith Malinga,211,True,FAST_SEAM,39.024,,1,1,1,,-0.047,3.199,-0.012,0.256,77.0,48.0
7924,37,1.13.2,2,Virender Sehwag,45,True,Mahela Jayawardene,175,Lasith Malinga,211,True,FAST_SEAM,37.258,,1,0,1,Wd,-0.628,10.836,-1.074,1.101,5.0,5.0
7925,37,1.13.3,2,Virender Sehwag,45,True,Mahela Jayawardene,175,Lasith Malinga,211,True,FAST_SEAM,36.678,,1,1,1,,-0.462,8.752,-0.592,0.994,18.0,20.0
7926,37,1.13.4,3,Mahela Jayawardene,175,True,Virender Sehwag,45,Lasith Malinga,211,True,FAST_SEAM,36.678,,2,2,2,,-0.76,4.818,-0.899,0.435,17.0,22.0
7929,37,1.13.7,5,Mahela Jayawardene,175,True,Virender Sehwag,45,Lasith Malinga,211,True,FAST_SEAM,35.608,,4,4,4,,-0.425,7.552,-0.59,0.681,94.0,40.0
7930,37,1.13.8,6,Mahela Jayawardene,175,True,Virender Sehwag,45,Lasith Malinga,211,True,FAST_SEAM,35.608,,1,1,1,,-0.111,3.14,-0.059,0.4,31.0,13.0
7963,37,1.19.2,2,Yogesh Nagar,64,False,Kevin Pietersen,172,Lasith Malinga,211,True,FAST_SEAM,38.641,lbw Lasith Malinga,0,0,0,,0.11,0.917,0.134,0.137,0.0,0.0
7964,37,1.19.3,3,Naman Ojha,52,True,Kevin Pietersen,172,Lasith Malinga,211,True,FAST_SEAM,38.641,,0,0,0,,-0.078,3.967,-0.035,0.42,39.0,31.0
7965,37,1.19.4,4,Naman Ojha,52,True,Kevin Pietersen,172,Lasith Malinga,211,True,FAST_SEAM,38.641,,1,1,1,,-0.531,10.421,-0.837,1.081,26.0,18.0
7966,37,1.19.5,5,Kevin Pietersen,172,True,Naman Ojha,52,Lasith Malinga,211,True,FAST_SEAM,38.036,,0,0,0,,-0.038,2.649,0.024,0.29,36.0,46.0
7967,37,1.19.6,6,Kevin Pietersen,172,True,Naman Ojha,52,Lasith Malinga,211,True,FAST_SEAM,39.82,,1,1,1,,0.1,2.311,0.191,0.255,26.0,68.0
8864,41,1.5.1,1,Shikhar Dhawan,41,False,Parthiv Patel,44,Lasith Malinga,211,True,FAST_SEAM,39.429,,4,4,4,,0.578,2.124,0.687,0.324,66.0,7.0
8865,41,1.5.2,2,Shikhar Dhawan,41,False,Parthiv Patel,44,Lasith Malinga,211,True,FAST_SEAM,39.926,,1,1,1,,0.043,8.563,0.197,0.964,68.0,37.0
8866,41,1.5.3,3,Parthiv Patel,44,False,Shikhar Dhawan,41,Lasith Malinga,211,True,FAST_SEAM,34.284,,1,1,1,,-0.087,7.648,0.009,0.797,65.0,44.0
8867,41,1.5.4,4,Shikhar Dhawan,41,False,Parthiv Patel,44,Lasith Malinga,211,True,FAST_SEAM,34.416,,0,0,0,,0.086,8.841,0.361,0.942,64.0,42.0
8868,41,1.5.5,5,Shikhar Dhawan,41,False,Parthiv Patel,44,Lasith Malinga,211,True,FAST_SEAM,34.067,,0,0,0,,0.202,5.797,0.404,0.626,52.0,42.0
8869,41,1.5.6,6,Shikhar Dhawan,41,False,Parthiv Patel,44,Lasith Malinga,211,True,FAST_SEAM,34.579,,1,1,1,,-0.292,10.494,0.113,1.155,70.0,11.0
8888,41,1.9.1,1,Cameron White,178,False,Shikhar Dhawan,41,Lasith Malinga,211,True,FAST_SEAM,37.947,,1,0,1,Wd,0.193,10.597,0.505,1.466,5.0,5.0
8889,41,1.9.2,1,Cameron White,178,False,Shikhar Dhawan,41,Lasith Malinga,211,True,FAST_SEAM,38.664,c RP Singh b Lasith Malinga,0,0,0,,-0.258,12.212,-0.744,1.573,0.0,0.0
8890,41,1.9.3,2,JP Duminy,182,False,Shikhar Dhawan,41,Lasith Malinga,211,True,FAST_SEAM,38.839,,0,0,0,,0.095,11.356,0.444,1.34,5.0,5.0
8891,41,1.9.4,3,JP Duminy,182,False,Shikhar Dhawan,41,Lasith Malinga,211,True,FAST_SEAM,38.371,,1,0,1,Wd,-0.061,12.117,-0.352,1.757,5.0,5.0
8892,41,1.9.5,3,JP Duminy,182,False,Shikhar Dhawan,41,Lasith Malinga,211,True,FAST_SEAM,38.865,,0,0,0,,0.033,12.842,0.177,1.742,5.0,5.0
8893,41,1.9.6,4,JP Duminy,182,False,Shikhar Dhawan,41,Lasith Malinga,211,True,FAST_SEAM,34.309,,0,0,0,,0.027,6.824,0.213,0.714,68.0,42.0
8894,41,1.9.7,5,JP Duminy,182,False,Shikhar Dhawan,41,Lasith Malinga,211,True,FAST_SEAM,38.521,,1,1,1,,0.011,8.552,0.162,0.892,72.0,40.0
8895,41,1.9.8,6,Shikhar Dhawan,41,False,JP Duminy,182,Lasith Malinga,211,True,FAST_SEAM,33.837,,2,2,2,,0.177,6.773,0.5,0.711,70.0,65.0
8938,41,1.17.1,1,JP Duminy,182,False,Amit Mishra,30,Lasith Malinga,211,True,FAST_SEAM,39.591,,1,1,1,,0.142,4.795,0.195,0.479,34.0,63.0
8939,41,1.17.2,2,Amit Mishra,30,True,JP Duminy,182,Lasith Malinga,211,True,FAST_SEAM,38.276,,0,0,0,,-0.298,9.552,-0.452,1.093,5.0,5.0
8940,41,1.17.3,3,Amit Mishra,30,True,JP Duminy,182,Lasith Malinga,211,True,FAST_SEAM,38.593,,0,0,0,,-0.108,9.941,-0.132,1.007,38.0,37.0
8941,41,1.17.4,4,Amit Mishra,30,True,JP Duminy,182,Lasith Malinga,211,True,FAST_SEAM,39.493,,1,1,1,,-0.171,2.853,-0.184,0.353,20.0,42.0
8942,41,1.17.5,5,JP Duminy,182,False,Amit Mishra,30,Lasith Malinga,211,True,FAST_SEAM,39.012,,1,1,1,,0.299,3.914,0.421,0.496,87.0,39.0
8943,41,1.17.6,6,Amit Mishra,30,True,JP Duminy,182,Lasith Malinga,211,True,FAST_SEAM,34.637,c James Franklin b Lasith Malinga,0,0,0,,-0.408,10.432,-0.47,1.203,28.0,48.0
8951,41,1.19.1,1,JP Duminy,182,False,Dale Steyn,180,Lasith Malinga,211,True,FAST_SEAM,38.353,,1,1,1,,0.284,2.556,0.351,0.36,71.0,39.0
8952,41,1.19.2,2,Dale Steyn,180,True,JP Duminy,182,Lasith Malinga,211,True,FAST_SEAM,38.271,,0,0,0,,-0.201,13.093,-0.507,1.925,5.0,5.0
8953,41,1.19.3,3,Dale Steyn,180,True,JP Duminy,182,Lasith Malinga,211,True,FAST_SEAM,34.562,c & b Lasith Malinga,0,0,0,,-0.272,8.592,-0.156,1.002,0.0,0.0
8954,41,1.19.4,4,Veer Pratap Singh,250,False,JP Duminy,182,Lasith Malinga,211,True,FAST_SEAM,39.549,c Rohit Sharma b Lasith Malinga,0,0,0,,-0.224,4.801,-0.269,0.474,0.0,0.0
10151,46,2.1.1,1,Robin Uthappa,127,True,Jesse Ryder,220,Lasith Malinga,211,True,FAST_SEAM,39.275,,1,0,1,Wd,0.076,8.871,0.263,0.708,5.0,5.0
10152,46,2.1.2,1,Robin Uthappa,127,True,Jesse Ryder,220,Lasith Malinga,211,True,FAST_SEAM,38.034,,0,0,0,,-0.391,8.962,-0.755,0.775,5.0,5.0
10153,46,2.1.3,2,Robin Uthappa,127,True,Jesse Ryder,220,Lasith Malinga,211,True,FAST_SEAM,39.876,,0,0,0,,-0.368,7.167,-0.675,0.459,5.0,5.0
10154,46,2.1.4,3,Robin Uthappa,127,True,Jesse Ryder,220,Lasith Malinga,211,True,FAST_SEAM,39.473,,0,0,0,,-0.001,7.462,-0.036,0.578,60.0,52.0
10155,46,2.1.5,4,Robin Uthappa,127,True,Jesse Ryder,220,Lasith Malinga,211,True,FAST_SEAM,39.219,,0,0,0,,-0.078,8.469,-0.146,0.714,50.0,39.0
10156,46,2.1.6,5,Robin Uthappa,127,True,Jesse Ryder,220,Lasith Malinga,211,True,FAST_SEAM,39.464,,4,4,4,,-0.37,7.261,-0.625,0.447,12.0,66.0
10157,46,2.1.7,6,Robin Uthappa,127,True,Jesse Ryder,220,Lasith Malinga,211,True,FAST_SEAM,40.068,,1,1,1,,-0.125,6.683,-0.162,0.537,44.0,56.0
10164,46,2.3.1,1,Robin Uthappa,127,True,Jesse Ryder,220,Lasith Malinga,211,True,FAST_SEAM,38.759,,0,0,0,,-0.229,8.445,-0.347,0.825,5.0,5.0
10165,46,2.3.2,2,Robin Uthappa,127,True,Jesse Ryder,220,Lasith Malinga,211,True,FAST_SEAM,39.751,,0,0,0,,-0.069,8.74,-0.08,0.773,57.0,39.0
10166,46,2.3.3,3,Robin Uthappa,127,True,Jesse Ryder,220,Lasith Malinga,211,True,FAST_SEAM,35.204,,0,0,0,,-0.237,8.724,-0.312,0.676,50.0,25.0
